estimate,estimate_label,sex_id,sex,hisp_id,hisp_label,fips,statefips,state,pop,white,black,amind,asian,nhopi,tom
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0100000US,,United States,24858794,21936806,1191984,702309,249346,85203,693146
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0100000US,,United States,132105418,100301335,19853611,1147502,7691693,246518,2864759
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0100000US,,United States,156964212,122238141,21045595,1849811,7941039,331721,3557905
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0100000US,,United States,25618800,22681299,1136129,773939,248654,92206,686573
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0100000US,,United States,126162526,97017621,18068911,1115756,6969823,250698,2739717
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0100000US,,United States,151781326,119698920,19205040,1889695,7218477,342904,3426290
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50477594,44618105,2328113,1476248,498000,177409,1379719
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258267944,197318956,37922522,2263258,14661516,497216,5604476
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0100000US,,United States,308745538,241937061,40250635,3739506,15159516,674625,6984195
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0100000US,,United States,24859010,21936988,1192006,702315,249346,85203,693152
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0100000US,,United States,132110318,100305067,19854674,1147525,7691732,246524,2864796
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0100000US,,United States,156969328,122242055,21046680,1849840,7941078,331727,3557948
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0100000US,,United States,25619601,22682009,1136190,773950,248658,92208,686586
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0100000US,,United States,126169176,97021367,18071580,1115817,6969907,250709,2739796
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0100000US,,United States,151788777,119703376,19207770,1889767,7218565,342917,3426382
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50478611,44618997,2328196,1476265,498004,177411,1379738
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258279494,197326434,37926254,2263342,14661639,497233,5604592
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0100000US,,United States,308758105,241945431,40254450,3739607,15159643,674644,6984330
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0100000US,,United States,25000565,22059599,1199204,705953,250719,85646,699444
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0100000US,,United States,132248502,100322803,19897522,1150332,7744259,247821,2885765
est72010,"July 1, 2010",female,Female,tothisp,Total,0100000US,,United States,157249067,122382402,21096726,1856285,7994978,333467,3585209
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0100000US,,United States,25746906,22790195,1143433,777621,250028,92667,692962
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0100000US,,United States,126330112,97063824,18116412,1118365,7017970,252068,2761473
est72010,"July 1, 2010",male,Male,tothisp,Total,0100000US,,United States,152077018,119854019,19259845,1895986,7267998,344735,3454435
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50747471,44849794,2342637,1483574,500747,178313,1392406
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258578614,197386627,38013934,2268697,14762229,499889,5647238
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0100000US,,United States,309326085,242236421,40356571,3752271,15262976,678202,7039644
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0100000US,,United States,25594999,22572603,1231802,720733,256603,87587,725671
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0100000US,,United States,132773185,100323218,20079686,1160925,7983922,253231,2972203
est72011,"July 1, 2011",female,Female,tothisp,Total,0100000US,,United States,158368184,122895821,21311488,1881658,8240525,340818,3697874
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0100000US,,United States,26286076,23248734,1176346,791580,255742,94688,718986
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0100000US,,United States,126925749,97153104,18302159,1128252,7232834,257590,2851810
est72011,"July 1, 2011",male,Male,tothisp,Total,0100000US,,United States,153211825,120401838,19478505,1919832,7488576,352278,3570796
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,51881075,45821337,2408148,1512313,512345,182275,1444657
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,259698934,197476322,38381845,2289177,15216756,510821,5824013
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0100000US,,United States,311580009,243297659,40789993,3801490,15729101,693096,7268670
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0100000US,,United States,26157940,23053075,1265323,735921,262651,89607,751363
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0100000US,,United States,133319995,100335114,20265853,1171692,8228323,258904,3060109
est72012,"July 1, 2012",female,Female,tothisp,Total,0100000US,,United States,159477935,123388189,21531176,1907613,8490974,348511,3811472
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0100000US,,United States,26812978,23691323,1211202,806729,261696,96873,745155
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0100000US,,United States,127583305,97286314,18494776,1138852,7457161,262885,2943317
est72012,"July 1, 2012",male,Male,tothisp,Total,0100000US,,United States,154396283,120977637,19705978,1945581,7718857,359758,3688472
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,52970918,46744398,2476525,1542650,524347,186480,1496518
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,260903300,197621428,38760629,2310544,15685484,521789,6003426
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0100000US,,United States,313874218,244365826,41237154,3853194,16209831,708269,7499944
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0100000US,,United States,26716173,23528108,1299233,750697,268948,91688,777499
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0100000US,,United States,133827207,100308012,20446373,1181956,8477687,264381,3148798
est72013,"July 1, 2013",female,Female,tothisp,Total,0100000US,,United States,160543380,123836120,21745606,1932653,8746635,356069,3926297
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0100000US,,United States,27339342,24133518,1246040,821177,267673,98933,772001
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0100000US,,United States,128175005,97356040,18677418,1148962,7687233,268901,3036451
est72013,"July 1, 2013",male,Male,tothisp,Total,0100000US,,United States,155514347,121489558,19923458,1970139,7954906,367834,3808452
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,54055515,47661626,2545273,1571874,536621,190621,1549500
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,262002212,197664052,39123791,2330918,16164920,533282,6185249
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0100000US,,United States,316057727,245325678,41669064,3902792,16701541,723903,7734749
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0100000US,,United States,27284006,24009944,1334064,766306,275323,93771,804598
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0100000US,,United States,134404773,100322874,20632934,1192216,8747300,269703,3239746
est72014,"July 1, 2014",female,Female,tothisp,Total,0100000US,,United States,161688779,124332818,21966998,1958522,9022623,363474,4044344
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0100000US,,United States,27891023,24598581,1281554,836323,273725,101020,799820
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0100000US,,United States,128806619,97441991,18864320,1158643,7936111,273849,3131705
est72014,"July 1, 2014",male,Male,tothisp,Total,0100000US,,United States,156697642,122040572,20145874,1994966,8209836,374869,3931525
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,55175029,48608525,2615618,1602629,549048,194791,1604418
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,263211392,197764865,39497254,2350859,16683411,543552,6371451
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0100000US,,United States,318386421,246373390,42112872,3953488,17232459,738343,7975869
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0100000US,,United States,27878509,24515559,1369671,782762,282035,96062,832420
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0100000US,,United States,134953389,100295878,20819713,1201672,9028827,275182,3332117
est72015,"July 1, 2015",female,Female,tothisp,Total,0100000US,,United States,162831898,124811437,22189384,1984434,9310862,371244,4164537
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0100000US,,United States,28485378,25102391,1318078,852613,280375,103307,828614
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0100000US,,United States,129425397,97497676,19053550,1167525,8197916,279523,3229207
est72015,"July 1, 2015",male,Male,tothisp,Total,0100000US,,United States,157910775,122600067,20371628,2020138,8478291,382830,4057821
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,56363887,49617950,2687749,1635375,562410,199369,1661034
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,264378786,197793554,39873263,2369197,17226743,554705,6561324
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0100000US,,United States,320742673,247411504,42561012,4004572,17789153,754074,8222358
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0100000US,,United States,28483485,25030636,1405437,799396,288885,98398,860733
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0100000US,,United States,135499755,100272139,21006706,1210927,9305038,280886,3424059
est72016,"July 1, 2016",female,Female,tothisp,Total,0100000US,,United States,163983240,125302775,22412143,2010323,9593923,379284,4284792
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0100000US,,United States,29089289,25614788,1354611,869027,287243,105677,857943
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0100000US,,United States,129998813,97521804,19236512,1175665,8453612,285101,3326119
est72016,"July 1, 2016",male,Male,tothisp,Total,0100000US,,United States,159088102,123136592,20591123,2044692,8740855,390778,4184062
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,57572774,50645424,2760048,1668423,576128,204075,1718676
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,265498568,197793943,40243218,2386592,17758650,565987,6750178
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0100000US,,United States,323071342,248439367,43003266,4055015,18334778,770062,8468854
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0100000US,,United States,29053376,25513814,1440289,814989,295389,100654,888241
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0100000US,,United States,135968115,100210561,21178571,1219531,9559824,286169,3513459
est72017,"July 1, 2017",female,Female,tothisp,Total,0100000US,,United States,165021491,125724375,22618860,2034520,9855213,386823,4401700
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0100000US,,United States,29654081,26092225,1389810,884255,293705,107910,886176
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0100000US,,United States,130471549,97488232,19401697,1183000,8689096,290138,3419386
est72017,"July 1, 2017",male,Male,tothisp,Total,0100000US,,United States,160125630,123580457,20791507,2067255,8982801,398048,4305562
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,58707457,51606039,2830099,1699244,589094,208564,1774417
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,266439664,197698793,40580268,2402531,18248920,576307,6932845
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0100000US,,United States,325147121,249304832,43410367,4101775,18838014,784871,8707262
est72018,"July 1, 2018",female,Female,hisp,Hispanic,0100000US,,United States,29637561,26009701,1476044,830555,301843,102905,916513
est72018,"July 1, 2018",female,Female,nhisp,Not Hispanic,0100000US,,United States,136401194,100127799,21342200,1227668,9809751,291352,3602424
est72018,"July 1, 2018",female,Female,tothisp,Total,0100000US,,United States,166038755,126137500,22818244,2058223,10111594,394257,4518937
est72018,"July 1, 2018",male,Male,hisp,Hispanic,0100000US,,United States,30234185,26582988,1426052,899595,300082,110167,915301
est72018,"July 1, 2018",male,Male,nhisp,Not Hispanic,0100000US,,United States,130894494,97418608,19560023,1189703,8918924,294994,3512242
est72018,"July 1, 2018",male,Male,tothisp,Total,0100000US,,United States,161128679,124001596,20986075,2089298,9219006,405161,4427543
est72018,"July 1, 2018",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,59871746,52592689,2902096,1730150,601925,213072,1831814
est72018,"July 1, 2018",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,267295688,197546407,40902223,2417371,18728675,586346,7114666
est72018,"July 1, 2018",totsex,Both Sexes,tothisp,Total,0100000US,,United States,327167434,250139096,43804319,4147521,19330600,799418,8946480
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US01,01,Alabama,81819,68103,6076,2881,720,1269,2770
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2377729,1638923,666284,13229,28279,970,30044
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US01,01,Alabama,2459548,1707026,672360,16110,28999,2239,32814
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103783,86809,6897,3983,945,1916,3233
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2216405,1569042,579967,12810,25296,1053,28237
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US01,01,Alabama,2320188,1655851,586864,16793,26241,2969,31470
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,185602,154912,12973,6864,1665,3185,6003
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4594134,3207965,1246251,26039,53575,2023,58281
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4779736,3362877,1259224,32903,55240,5208,64284
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US01,01,Alabama,81820,68104,6076,2881,720,1269,2770
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2377834,1639005,666307,13229,28279,970,30044
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US01,01,Alabama,2459654,1707109,672383,16110,28999,2239,32814
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103788,86812,6899,3983,945,1916,3233
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2216696,1569179,580121,12810,25296,1053,28237
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US01,01,Alabama,2320484,1655991,587020,16793,26241,2969,31470
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,185608,154916,12975,6864,1665,3185,6003
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4594530,3208184,1246428,26039,53575,2023,58281
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4780138,3363100,1259403,32903,55240,5208,64284
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US01,01,Alabama,82417,68744,6087,2826,706,1256,2798
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2380034,1639741,667201,13272,28542,978,30300
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US01,01,Alabama,2462451,1708485,673288,16098,29248,2234,33098
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103789,86936,6862,3918,929,1887,3257
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2219208,1570104,581121,12870,25548,1044,28521
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US01,01,Alabama,2322997,1657040,587983,16788,26477,2931,31778
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,186206,155680,12949,6744,1635,3143,6055
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4599242,3209845,1248322,26142,54090,2022,58821
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4785448,3365525,1261271,32886,55725,5165,64876
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US01,01,Alabama,85314,71584,6184,2800,692,1225,2829
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2385342,1639287,670497,13318,29722,980,31538
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US01,01,Alabama,2470656,1710871,676681,16118,30414,2205,34367
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104561,87832,6953,3775,902,1770,3329
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2223617,1570243,583346,12906,26244,1065,29813
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US01,01,Alabama,2328178,1658075,590299,16681,27146,2835,33142
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,189875,159416,13137,6575,1594,2995,6158
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4608959,3209530,1253843,26224,55966,2045,61351
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4798834,3368946,1266980,32799,57560,5040,67509
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US01,01,Alabama,86645,72783,6382,2794,632,1155,2899
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2393142,1639685,674648,13400,31555,1049,32805
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US01,01,Alabama,2479787,1712468,681030,16194,32187,2204,35704
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104157,87435,7177,3715,794,1675,3361
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2231620,1570845,587623,12950,27836,1114,31252
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US01,01,Alabama,2335777,1658280,594800,16665,28630,2789,34613
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,190802,160218,13559,6509,1426,2830,6260
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4624762,3210530,1262271,26350,59391,2163,64057
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4815564,3370748,1275830,32859,60817,4993,70317
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US01,01,Alabama,88710,74605,6548,2768,635,1110,3044
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2399100,1638984,678638,13497,32853,1109,34019
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US01,01,Alabama,2487810,1713589,685186,16265,33488,2219,37063
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104667,87927,7321,3579,801,1562,3477
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2237983,1570542,592213,13043,28794,1135,32256
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US01,01,Alabama,2342650,1658469,599534,16622,29595,2697,35733
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,193377,162532,13869,6347,1436,2672,6521
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4637083,3209526,1270851,26540,61647,2244,66275
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4830460,3372058,1284720,32887,63083,4916,72796
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US01,01,Alabama,90529,76255,6680,2733,666,1107,3088
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2404477,1638540,682064,13622,33959,1148,35144
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US01,01,Alabama,2495006,1714795,688744,16355,34625,2255,38232
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US01,01,Alabama,105485,88726,7413,3553,800,1529,3464
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2241990,1569777,594953,13176,29632,1139,33313
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US01,01,Alabama,2347475,1658503,602366,16729,30432,2668,36777
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,196014,164981,14093,6286,1466,2636,6552
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4646467,3208317,1277017,26798,63591,2287,68457
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4842481,3373298,1291110,33084,65057,4923,75009
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0400000US01,01,Alabama,92917,78191,6904,2771,746,1097,3208
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2408164,1636564,685365,13698,35061,1201,36275
est72015,"July 1, 2015",female,Female,tothisp,Total,0400000US01,01,Alabama,2501081,1714755,692269,16469,35807,2298,39483
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0400000US01,01,Alabama,107231,90211,7593,3572,866,1478,3511
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2244848,1567304,598062,13279,30633,1156,34414
est72015,"July 1, 2015",male,Male,tothisp,Total,0400000US01,01,Alabama,2352079,1657515,605655,16851,31499,2634,37925
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,200148,168402,14497,6343,1612,2575,6719
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4653012,3203868,1283427,26977,65694,2357,70689
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4853160,3372270,1297924,33320,67306,4932,77408
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0400000US01,01,Alabama,96100,80936,7090,2844,780,1102,3348
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2412392,1635558,688103,13731,36399,1228,37373
est72016,"July 1, 2016",female,Female,tothisp,Total,0400000US01,01,Alabama,2508492,1716494,695193,16575,37179,2330,40721
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0400000US01,01,Alabama,109722,92372,7719,3646,870,1454,3661
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2246531,1565056,599655,13344,31774,1156,35546
est72016,"July 1, 2016",male,Male,tothisp,Total,0400000US01,01,Alabama,2356253,1657428,607374,16990,32644,2610,39207
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,205822,173308,14809,6490,1650,2556,7009
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4658923,3200614,1287758,27075,68173,2384,72919
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4864745,3373922,1302567,33565,69823,4940,79928
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0400000US01,01,Alabama,98890,83250,7280,2963,793,1122,3482
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2417153,1634951,691219,13828,37405,1297,38453
est72017,"July 1, 2017",female,Female,tothisp,Total,0400000US01,01,Alabama,2516043,1718201,698499,16791,38198,2419,41935
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0400000US01,01,Alabama,112022,94269,7897,3720,902,1471,3763
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2247055,1562672,600405,13439,32759,1179,36601
est72017,"July 1, 2017",male,Male,tothisp,Total,0400000US01,01,Alabama,2359077,1656941,608302,17159,33661,2650,40364
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,210912,177519,15177,6683,1695,2593,7245
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4664208,3197623,1291624,27267,70164,2476,75054
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4875120,3375142,1306801,33950,71859,5069,82299
est72018,"July 1, 2018",female,Female,hisp,Hispanic,0400000US01,01,Alabama,102145,85914,7514,3072,843,1161,3641
est72018,"July 1, 2018",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2421611,1635511,693540,13929,38044,1345,39242
est72018,"July 1, 2018",female,Female,tothisp,Total,0400000US01,01,Alabama,2523756,1721425,701054,17001,38887,2506,42883
est72018,"July 1, 2018",male,Male,hisp,Hispanic,0400000US01,01,Alabama,115036,96717,8113,3839,936,1488,3943
est72018,"July 1, 2018",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2249079,1561813,601635,13535,33344,1213,37539
est72018,"July 1, 2018",male,Male,tothisp,Total,0400000US01,01,Alabama,2364115,1658530,609748,17374,34280,2701,41482
est72018,"July 1, 2018",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,217181,182631,15627,6911,1779,2649,7584
est72018,"July 1, 2018",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4670690,3197324,1295175,27464,71388,2558,76781
est72018,"July 1, 2018",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4887871,3379955,1310802,34375,73167,5207,84365
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321482,214865,9811,50882,20114,3543,22267
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US02,02,Alaska,340603,228288,10972,52540,20625,3752,24426
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20128,14056,1123,1863,624,180,2282
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,349500,241529,12346,51865,17633,3730,22397
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US02,02,Alaska,369628,255585,13469,53728,18257,3910,24679
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,39249,27479,2284,3521,1135,389,4441
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,670982,456394,22157,102747,37747,7273,44664
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,710231,483873,24441,106268,38882,7662,49105
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321486,214866,9811,50884,20115,3543,22267
