estimate,estimate_label,sex_id,sex,hisp_id,hisp_label,fips,statefips,state,pop,white,black,amind,asian,nhopi,tom
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US08,08,Colorado,4051955,3573957,194909,32197,143644,6025,101223
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US08,08,Colorado,5121771,4522906,220212,79799,151815,8802,138237
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US08,08,Colorado,534730,473360,13113,23559,4157,1421,19120
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US08,08,Colorado,2055404,1808009,93766,16051,81456,3073,53049
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US08,08,Colorado,2590134,2281369,106879,39610,85613,4494,72169
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US08,08,Colorado,554383,492420,12689,24713,4205,1452,18904
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US08,08,Colorado,2049204,1803961,105831,16549,67663,3259,51941
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US08,08,Colorado,2603587,2296381,118520,41262,71868,4711,70845
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US08,08,Colorado,1089113,965780,25802,48272,8362,2873,38024
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US08,08,Colorado,4104608,3611970,199597,32600,149119,6332,104990
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US08,08,Colorado,5193721,4577750,225399,80872,157481,9205,143014
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US08,08,Colorado,545197,482228,13386,24014,4322,1450,19797
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US08,08,Colorado,2081907,1826980,96091,16429,84320,3190,54897
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US08,08,Colorado,2627104,2309208,109477,40443,88642,4640,74694
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US08,08,Colorado,564639,501028,12999,25214,4339,1524,19535
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US08,08,Colorado,2078739,1825552,108738,16827,70310,3369,53943
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US08,08,Colorado,2643378,2326580,121737,42041,74649,4893,73478
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US08,08,Colorado,1109836,983256,26385,49228,8661,2974,39332
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US08,08,Colorado,4160646,3652532,204829,33256,154630,6559,108840
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US08,08,Colorado,5270482,4635788,231214,82484,163291,9533,148172
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US08,08,Colorado,556349,491899,13709,24491,4412,1481,20357
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US08,08,Colorado,2108510,1845946,98368,16662,87528,3265,56741
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US08,08,Colorado,2664859,2337845,112077,41153,91940,4746,77098
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US08,08,Colorado,576310,511159,13455,25640,4424,1519,20113
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US08,08,Colorado,2110049,1848212,112282,16974,73202,3481,55898
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US08,08,Colorado,2686359,2359371,125737,42614,77626,5000,76011
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US08,08,Colorado,1132659,1003058,27164,50131,8836,3000,40470
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US08,08,Colorado,4218559,3694158,210650,33636,160730,6746,112639
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US08,08,Colorado,5351218,4697216,237814,83767,169566,9746,153109
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0400000US08,08,Colorado,569300,502901,14228,25032,4521,1522,21096
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0400000US08,08,Colorado,2142691,1870582,100834,17135,91728,3380,59032
est72015,"July 1, 2015",female,Female,tothisp,Total,0400000US08,08,Colorado,2711991,2373483,115062,42167,96249,4902,80128
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0400000US08,08,Colorado,590617,523366,14004,26227,4549,1588,20883
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0400000US08,08,Colorado,2149499,1877648,115525,17357,77001,3627,58341
est72015,"July 1, 2015",male,Male,tothisp,Total,0400000US08,08,Colorado,2740116,2401014,129529,43584,81550,5215,79224
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0400000US08,08,Colorado,1159917,1026267,28232,51259,9070,3110,41979
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0400000US08,08,Colorado,4292190,3748230,216359,34492,168729,7007,117373
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0400000US08,08,Colorado,5452107,4774497,244591,85751,177799,10117,159352
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0400000US08,08,Colorado,581118,513178,14538,25548,4630,1571,21653
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0400000US08,08,Colorado,2172793,1892379,102918,17535,95300,3504,61157
est72016,"July 1, 2016",female,Female,tothisp,Total,0400000US08,08,Colorado,2753911,2405557,117456,43083,99930,5075,82810
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0400000US08,08,Colorado,603588,534494,14385,26922,4683,1621,21483
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0400000US08,08,Colorado,2183422,1903043,118471,17570,80012,3705,60621
est72016,"July 1, 2016",male,Male,tothisp,Total,0400000US08,08,Colorado,2787010,2437537,132856,44492,84695,5326,82104
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0400000US08,08,Colorado,1184706,1047672,28923,52470,9313,3192,43136
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0400000US08,08,Colorado,4356215,3795422,221389,35105,175312,7209,121778
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0400000US08,08,Colorado,5540921,4843094,250312,87575,184625,10401,164914
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0400000US08,08,Colorado,593213,523779,14816,26071,4819,1591,22137
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0400000US08,08,Colorado,2195949,1908726,104126,17836,98321,3555,63385
est72017,"July 1, 2017",female,Female,tothisp,Total,0400000US08,08,Colorado,2789162,2432505,118942,43907,103140,5146,85522
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0400000US08,08,Colorado,616072,545171,14842,27448,4857,1656,22098
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0400000US08,08,Colorado,2210668,1922481,120631,17969,82939,3795,62853
est72017,"July 1, 2017",male,Male,tothisp,Total,0400000US08,08,Colorado,2826740,2467652,135473,45417,87796,5451,84951
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0400000US08,08,Colorado,1209285,1068950,29658,53519,9676,3247,44235
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0400000US08,08,Colorado,4406617,3831207,224757,35805,181260,7350,126238
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0400000US08,08,Colorado,5615902,4900157,254415,89324,190936,10597,170473
est72018,"July 1, 2018",female,Female,hisp,Hispanic,0400000US08,08,Colorado,605837,534566,15314,26582,4942,1616,22817
est72018,"July 1, 2018",female,Female,nhisp,Not Hispanic,0400000US08,08,Colorado,2221859,1926746,105992,18225,101484,3670,65742
est72018,"July 1, 2018",female,Female,tothisp,Total,0400000US08,08,Colorado,2827696,2461312,121306,44807,106426,5286,88559
est72018,"July 1, 2018",male,Male,hisp,Hispanic,0400000US08,08,Colorado,629280,556415,15312,27924,5024,1721,22884
est72018,"July 1, 2018",male,Male,nhisp,Not Hispanic,0400000US08,08,Colorado,2238588,1941583,123093,18389,86184,3926,65413
est72018,"July 1, 2018",male,Male,tothisp,Total,0400000US08,08,Colorado,2867868,2497998,138405,46313,91208,5647,88297
est72018,"July 1, 2018",totsex,Both Sexes,hisp,Hispanic,0400000US08,08,Colorado,1235117,1090981,30626,54506,9966,3337,45701
est72018,"July 1, 2018",totsex,Both Sexes,nhisp,Not Hispanic,0400000US08,08,Colorado,4460447,3868329,229085,36614,187668,7596,131155
est72018,"July 1, 2018",totsex,Both Sexes,tothisp,Total,0400000US08,08,Colorado,5695564,4959310,259711,91120,197634,10933,176856
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,239691,196154,27523,4661,1804,974,8575
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1594792,1314705,177834,3589,70597,618,27449
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US09,09,Connecticut,1834483,1510859,205357,8250,72401,1592,36024
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,239396,197673,24954,4959,1883,1327,8600
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1500218,1242288,161820,3525,66232,572,25781
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US09,09,Connecticut,1739614,1439961,186774,8484,68115,1899,34381
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,479087,393827,52477,9620,3687,2301,17175
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3095010,2556993,339654,7114,136829,1190,53230
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3574097,2950820,392131,16734,140516,3491,70405
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,239697,196160,27523,4661,1804,974,8575
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1594811,1314720,177835,3589,70598,618,27451
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US09,09,Connecticut,1834508,1510880,205358,8250,72402,1592,36026
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,239399,197676,24954,4959,1883,1327,8600
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1500240,1242305,161823,3525,66232,572,25783
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US09,09,Connecticut,1739639,1439981,186777,8484,68115,1899,34383
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,479096,393836,52477,9620,3687,2301,17175
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3095051,2557025,339658,7114,136830,1190,53234
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3574147,2950861,392135,16734,140517,3491,70409
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,241354,197514,27687,4673,1811,979,8690
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1595452,1314088,178337,3624,71143,621,27639
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US09,09,Connecticut,1836806,1511602,206024,8297,72954,1600,36329
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,241123,199117,25093,4975,1893,1336,8709
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1501196,1241955,162308,3558,66807,575,25993
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US09,09,Connecticut,1742319,1441072,187401,8533,68700,1911,34702
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,482477,396631,52780,9648,3704,2315,17399
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3096648,2556043,340645,7182,137950,1196,53632
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3579125,2952674,393425,16830,141654,3511,71031
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,248758,203757,28299,4770,1862,998,9072
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1591816,1305702,179876,3717,73651,643,28227
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US09,09,Connecticut,1840574,1509459,208175,8487,75513,1641,37299
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,248291,205035,25763,5113,1910,1339,9131
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1499158,1235387,163974,3624,68978,604,26591
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US09,09,Connecticut,1747449,1440422,189737,8737,70888,1943,35722
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,497049,408792,54062,9883,3772,2337,18203
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3090974,2541089,343850,7341,142629,1247,54818
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3588023,2949881,397912,17224,146401,3584,73021
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,256220,210064,28925,4905,1875,1021,9430
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1587032,1295579,181520,3800,76591,645,28897
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US09,09,Connecticut,1843252,1505643,210445,8705,78466,1666,38327
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,255288,210867,26343,5360,1956,1358,9404
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1495855,1227269,165787,3698,71279,601,27221
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US09,09,Connecticut,1751143,1438136,192130,9058,73235,1959,36625
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,511508,420931,55268,10265,3831,2379,18834
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3082887,2522848,347307,7498,147870,1246,56118
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3594395,2943779,402575,17763,151701,3625,74952
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,262748,215468,29593,5027,1885,1013,9762
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1579999,1284833,183245,3862,77872,645,29542
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US09,09,Connecticut,1842747,1500301,212838,8889,79757,1658,39304
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,261848,216227,26970,5538,1999,1356,9758
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1490320,1217992,167783,3788,72251,613,27893
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US09,09,Connecticut,1752168,1434219,194753,9326,74250,1969,37651
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,524596,431695,56563,10565,3884,2369,19520
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3070319,2502825,351028,7650,150123,1258,57435
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3594915,2934520,407591,18215,154007,3627,76955
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,268896,220549,30165,5139,1905,1044,10094
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1572897,1272686,184696,3897,80792,654,30172
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US09,09,Connecticut,1841793,1493235,214861,9036,82697,1698,40266
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,268200,221387,27614,5692,2007,1390,10110
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1484790,1207767,168917,3863,75035,616,28592
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US09,09,Connecticut,1752990,1429154,196531,9555,77042,2006,38702
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,537096,441936,57779,10831,3912,2434,20204
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3057687,2480453,353613,7760,155827,1270,58764
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3594783,2922389,411392,18591,159739,3704,78968
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,274717,225075,30871,5306,1898,1065,10502
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1562995,1258687,186302,3884,82872,674,30576
est72015,"July 1, 2015",female,Female,tothisp,Total,0400000US09,09,Connecticut,1837712,1483762,217173,9190,84770,1739,41078
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,273567,225537,28300,5798,2016,1402,10514
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1476230,1194855,170175,3926,77436,618,29220
est72015,"July 1, 2015",male,Male,tothisp,Total,0400000US09,09,Connecticut,1749797,1420392,198475,9724,79452,2020,39734
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,548284,450612,59171,11104,3914,2467,21016
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3039225,2453542,356477,7810,160308,1292,59796
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3587509,2904154,415648,18914,164222,3759,80812
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,280993,230148,31460,5433,1950,1076,10926
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1552105,1244395,187496,3841,84571,649,31153
est72016,"July 1, 2016",female,Female,tothisp,Total,0400000US09,09,Connecticut,1833098,1474543,218956,9274,86521,1725,42079
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,279139,230167,28793,5907,2026,1390,10856
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1466437,1181828,171338,3890,78951,622,29808
est72016,"July 1, 2016",male,Male,tothisp,Total,0400000US09,09,Connecticut,1745576,1411995,200131,9797,80977,2012,40664
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,560132,460315,60253,11340,3976,2466,21782
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3018542,2426223,358834,7731,163522,1271,60961
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3578674,2886538,419087,19071,167498,3737,82743
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,288152,235558,32431,5648,2020,1107,11388
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1542262,1230926,188997,3835,86115,658,31731
est72017,"July 1, 2017",female,Female,tothisp,Total,0400000US09,09,Connecticut,1830414,1466484,221428,9483,88135,1765,43119
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,285458,234972,29711,6072,2085,1423,11195
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1458008,1170018,172608,3898,80490,629,30365
est72017,"July 1, 2017",male,Male,tothisp,Total,0400000US09,09,Connecticut,1743466,1404990,202319,9970,82575,2052,41560
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,573610,470530,62142,11720,4105,2530,22583
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,3000270,2400944,361605,7733,166605,1287,62096
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3573880,2871474,423747,19453,170710,3817,84679
est72018,"July 1, 2018",female,Female,hisp,Hispanic,0400000US09,09,Connecticut,296570,241985,33617,5893,2073,1146,11856
est72018,"July 1, 2018",female,Female,nhisp,Not Hispanic,0400000US09,09,Connecticut,1532700,1217976,190673,3815,87454,645,32137
est72018,"July 1, 2018",female,Female,tothisp,Total,0400000US09,09,Connecticut,1829270,1459961,224290,9708,89527,1791,43993
est72018,"July 1, 2018",male,Male,hisp,Hispanic,0400000US09,09,Connecticut,293239,240944,30823,6292,2156,1425,11599
est72018,"July 1, 2018",male,Male,nhisp,Not Hispanic,0400000US09,09,Connecticut,1450156,1158375,174185,3943,82116,624,30913
est72018,"July 1, 2018",male,Male,tothisp,Total,0400000US09,09,Connecticut,1743395,1399319,205008,10235,84272,2049,42512
est72018,"July 1, 2018",totsex,Both Sexes,hisp,Hispanic,0400000US09,09,Connecticut,589809,482929,64440,12185,4229,2571,23455
est72018,"July 1, 2018",totsex,Both Sexes,nhisp,Not Hispanic,0400000US09,09,Connecticut,2982856,2376351,364858,7758,169570,1269,63050
est72018,"July 1, 2018",totsex,Both Sexes,tothisp,Total,0400000US09,09,Connecticut,3572665,2859280,429298,19943,173799,3840,86505
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US10,10,Delaware,35295,27429,4610,1439,248,207,1362
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US10,10,Delaware,427700,303057,98921,1442,14958,140,9182
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US10,10,Delaware,462995,330486,103531,2881,15206,347,10544
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US10,10,Delaware,37926,30418,4180,1627,267,223,1211
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US10,10,Delaware,397013,284866,88570,1421,13869,120,8167
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US10,10,Delaware,434939,315284,92750,3048,14136,343,9378
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US10,10,Delaware,73221,57847,8790,3066,515,430,2573
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US10,10,Delaware,824713,587923,187491,2863,28827,260,17349
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,897934,645770,196281,5929,29342,690,19922
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US10,10,Delaware,35295,27429,4610,1439,248,207,1362
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US10,10,Delaware,427700,303058,98920,1442,14958,140,9182
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US10,10,Delaware,462995,330487,103530,2881,15206,347,10544
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US10,10,Delaware,37926,30418,4180,1627,267,223,1211
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US10,10,Delaware,397013,284867,88569,1421,13869,120,8167
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US10,10,Delaware,434939,315285,92749,3048,14136,343,9378
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US10,10,Delaware,73221,57847,8790,3066,515,430,2573
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US10,10,Delaware,824713,587925,187489,2863,28827,260,17349
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,897934,645772,196279,5929,29342,690,19922
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US10,10,Delaware,35599,27695,4633,1439,255,207,1370
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US10,10,Delaware,428344,303176,99305,1451,15034,139,9239
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US10,10,Delaware,463943,330871,103938,2890,15289,346,10609
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US10,10,Delaware,38140,30609,4207,1611,263,227,1223
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US10,10,Delaware,397512,284913,88879,1422,13959,120,8219
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US10,10,Delaware,435652,315522,93086,3033,14222,347,9442
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US10,10,Delaware,73739,58304,8840,3050,518,434,2593
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US10,10,Delaware,825856,588089,188184,2873,28993,259,17458
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,899595,646393,197024,5923,29511,693,20051
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US10,10,Delaware,36831,28733,4738,1440,260,216,1444
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US10,10,Delaware,431251,303626,100789,1446,15676,134,9580
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US10,10,Delaware,468082,332359,105527,2886,15936,350,11024
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US10,10,Delaware,39140,31464,4297,1629,248,220,1282
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US10,10,Delaware,400094,285343,90088,1434,14548,127,8554
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US10,10,Delaware,439234,316807,94385,3063,14796,347,9836
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US10,10,Delaware,75971,60197,9035,3069,508,436,2726
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US10,10,Delaware,831345,588969,190877,2880,30224,261,18134
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,907316,649166,199912,5949,30732,697,20860
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US10,10,Delaware,37768,29542,4805,1448,258,216,1499
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US10,10,Delaware,434149,304431,102109,1428,16173,138,9870
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US10,10,Delaware,471917,333973,106914,2876,16431,354,11369
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US10,10,Delaware,40152,32317,4401,1576,274,239,1345
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US10,10,Delaware,403119,286454,91143,1444,15059,136,8883
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US10,10,Delaware,443271,318771,95544,3020,15333,375,10228
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US10,10,Delaware,77920,61859,9206,3024,532,455,2844
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US10,10,Delaware,837268,590885,193252,2872,31232,274,18753
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,915188,652744,202458,5896,31764,729,21597
